symbol,data_points,date_range,price_mean,price_std,price_min,price_max,price_median,return_mean,return_std,return_min,return_max,volume_mean,volume_std,volume_median,volatility_annualized,sharpe_ratio,total_return,max_drawdown
MSFT,1254,2020-11-09 to 2025-11-05,340.51778309409895,86.32775781672088,210.11,542.07,326.425,0.0008035399620910554,0.016204877126497628,-0.07715630734859968,0.10133686823104693,25617892.888357256,10061443.73142743,23252197.0,0.25724444941843017,0.7871581715552401,132.2267503090801,-37.556468770948044
