symbol,income_metrics_mean_SimFinId,income_metrics_mean_Fiscal Year,income_metrics_mean_Shares (Basic),income_metrics_mean_Shares (Diluted),income_metrics_mean_Revenue,income_metrics_mean_Cost of Revenue,income_metrics_mean_Gross Profit,income_metrics_mean_Operating Expenses,"income_metrics_mean_Selling, General & Administrative",income_metrics_mean_Research & Development,income_metrics_mean_Depreciation & Amortization,income_metrics_mean_Operating Income (Loss),income_metrics_mean_Non-Operating Income (Loss),"income_metrics_mean_Interest Expense, Net","income_metrics_mean_Pretax Income (Loss), Adj.",income_metrics_mean_Abnormal Gains (Losses),income_metrics_mean_Pretax Income (Loss),"income_metrics_mean_Income Tax (Expense) Benefit, Net",income_metrics_mean_Income (Loss) from Continuing Operations,income_metrics_mean_Net Extraordinary Gains (Losses),income_metrics_mean_Net Income,income_metrics_mean_Net Income (Common),income_metrics_std_SimFinId,income_metrics_std_Fiscal Year,income_metrics_std_Shares (Basic),income_metrics_std_Shares (Diluted),income_metrics_std_Revenue,income_metrics_std_Cost of Revenue,income_metrics_std_Gross Profit,income_metrics_std_Operating Expenses,"income_metrics_std_Selling, General & Administrative",income_metrics_std_Research & Development,income_metrics_std_Depreciation & Amortization,income_metrics_std_Operating Income (Loss),income_metrics_std_Non-Operating Income (Loss),"income_metrics_std_Interest Expense, Net","income_metrics_std_Pretax Income (Loss), Adj.",income_metrics_std_Abnormal Gains (Losses),income_metrics_std_Pretax Income (Loss),"income_metrics_std_Income Tax (Expense) Benefit, Net",income_metrics_std_Income (Loss) from Continuing Operations,income_metrics_std_Net Extraordinary Gains (Losses),income_metrics_std_Net Income,income_metrics_std_Net Income (Common),income_metrics_growth_rates_SimFinId,income_metrics_growth_rates_Fiscal Year,income_metrics_growth_rates_Shares (Basic),income_metrics_growth_rates_Shares (Diluted),income_metrics_growth_rates_Revenue,income_metrics_growth_rates_Cost of Revenue,income_metrics_growth_rates_Gross Profit,income_metrics_growth_rates_Operating Expenses,"income_metrics_growth_rates_Selling, General & Administrative",income_metrics_growth_rates_Research & Development,income_metrics_growth_rates_Operating Income (Loss),income_metrics_growth_rates_Non-Operating Income (Loss),"income_metrics_growth_rates_Pretax Income (Loss), Adj.",income_metrics_growth_rates_Pretax Income (Loss),"income_metrics_growth_rates_Income Tax (Expense) Benefit, Net",income_metrics_growth_rates_Income (Loss) from Continuing Operations,income_metrics_growth_rates_Net Income,income_metrics_growth_rates_Net Income (Common),balance_metrics_mean_SimFinId,balance_metrics_mean_Fiscal Year,balance_metrics_mean_Shares (Basic),balance_metrics_mean_Shares (Diluted),"balance_metrics_mean_Cash, Cash Equivalents & Short Term Investments",balance_metrics_mean_Accounts & Notes Receivable,balance_metrics_mean_Inventories,balance_metrics_mean_Total Current Assets,"balance_metrics_mean_Property, Plant & Equipment, Net",balance_metrics_mean_Long Term Investments & Receivables,balance_metrics_mean_Other Long Term Assets,balance_metrics_mean_Total Noncurrent Assets,balance_metrics_mean_Total Assets,balance_metrics_mean_Payables & Accruals,balance_metrics_mean_Short Term Debt,balance_metrics_mean_Total Current Liabilities,balance_metrics_mean_Long Term Debt,balance_metrics_mean_Total Noncurrent Liabilities,balance_metrics_mean_Total Liabilities,balance_metrics_mean_Share Capital & Additional Paid-In Capital,balance_metrics_mean_Treasury Stock,balance_metrics_mean_Retained Earnings,balance_metrics_mean_Total Equity,balance_metrics_mean_Total Liabilities & Equity,balance_metrics_std_SimFinId,balance_metrics_std_Fiscal Year,balance_metrics_std_Shares (Basic),balance_metrics_std_Shares (Diluted),"balance_metrics_std_Cash, Cash Equivalents & Short Term Investments",balance_metrics_std_Accounts & Notes Receivable,balance_metrics_std_Inventories,balance_metrics_std_Total Current Assets,"balance_metrics_std_Property, Plant & Equipment, Net",balance_metrics_std_Long Term Investments & Receivables,balance_metrics_std_Other Long Term Assets,balance_metrics_std_Total Noncurrent Assets,balance_metrics_std_Total Assets,balance_metrics_std_Payables & Accruals,balance_metrics_std_Short Term Debt,balance_metrics_std_Total Current Liabilities,balance_metrics_std_Long Term Debt,balance_metrics_std_Total Noncurrent Liabilities,balance_metrics_std_Total Liabilities,balance_metrics_std_Share Capital & Additional Paid-In Capital,balance_metrics_std_Treasury Stock,balance_metrics_std_Retained Earnings,balance_metrics_std_Total Equity,balance_metrics_std_Total Liabilities & Equity,balance_metrics_growth_rates_SimFinId,balance_metrics_growth_rates_Fiscal Year,balance_metrics_growth_rates_Shares (Basic),balance_metrics_growth_rates_Shares (Diluted),"balance_metrics_growth_rates_Cash, Cash Equivalents & Short Term Investments",balance_metrics_growth_rates_Accounts & Notes Receivable,balance_metrics_growth_rates_Inventories,balance_metrics_growth_rates_Total Current Assets,"balance_metrics_growth_rates_Property, Plant & Equipment, Net",balance_metrics_growth_rates_Long Term Investments & Receivables,balance_metrics_growth_rates_Other Long Term Assets,balance_metrics_growth_rates_Total Noncurrent Assets,balance_metrics_growth_rates_Total Assets,balance_metrics_growth_rates_Payables & Accruals,balance_metrics_growth_rates_Short Term Debt,balance_metrics_growth_rates_Total Current Liabilities,balance_metrics_growth_rates_Total Noncurrent Liabilities,balance_metrics_growth_rates_Total Liabilities,balance_metrics_growth_rates_Share Capital & Additional Paid-In Capital,balance_metrics_growth_rates_Retained Earnings,balance_metrics_growth_rates_Total Equity,balance_metrics_growth_rates_Total Liabilities & Equity,cashflow_metrics_mean_SimFinId,cashflow_metrics_mean_Fiscal Year,cashflow_metrics_mean_Shares (Basic),cashflow_metrics_mean_Shares (Diluted),cashflow_metrics_mean_Net Income/Starting Line,cashflow_metrics_mean_Depreciation & Amortization,cashflow_metrics_mean_Non-Cash Items,cashflow_metrics_mean_Change in Working Capital,cashflow_metrics_mean_Change in Accounts Receivable,cashflow_metrics_mean_Change in Inventories,cashflow_metrics_mean_Change in Accounts Payable,cashflow_metrics_mean_Change in Other,cashflow_metrics_mean_Net Cash from Operating Activities,cashflow_metrics_mean_Change in Fixed Assets & Intangibles,cashflow_metrics_mean_Net Change in Long Term Investment,cashflow_metrics_mean_Net Cash from Acquisitions & Divestitures,cashflow_metrics_mean_Net Cash from Investing Activities,cashflow_metrics_mean_Dividends Paid,cashflow_metrics_mean_Cash from (Repayment of) Debt,cashflow_metrics_mean_Cash from (Repurchase of) Equity,cashflow_metrics_mean_Net Cash from Financing Activities,cashflow_metrics_mean_Net Change in Cash,cashflow_metrics_std_SimFinId,cashflow_metrics_std_Fiscal Year,cashflow_metrics_std_Shares (Basic),cashflow_metrics_std_Shares (Diluted),cashflow_metrics_std_Net Income/Starting Line,cashflow_metrics_std_Depreciation & Amortization,cashflow_metrics_std_Non-Cash Items,cashflow_metrics_std_Change in Working Capital,cashflow_metrics_std_Change in Accounts Receivable,cashflow_metrics_std_Change in Inventories,cashflow_metrics_std_Change in Accounts Payable,cashflow_metrics_std_Change in Other,cashflow_metrics_std_Net Cash from Operating Activities,cashflow_metrics_std_Change in Fixed Assets & Intangibles,cashflow_metrics_std_Net Change in Long Term Investment,cashflow_metrics_std_Net Cash from Acquisitions & Divestitures,cashflow_metrics_std_Net Cash from Investing Activities,cashflow_metrics_std_Dividends Paid,cashflow_metrics_std_Cash from (Repayment of) Debt,cashflow_metrics_std_Cash from (Repurchase of) Equity,cashflow_metrics_std_Net Cash from Financing Activities,cashflow_metrics_std_Net Change in Cash,cashflow_metrics_growth_rates_SimFinId,cashflow_metrics_growth_rates_Fiscal Year,cashflow_metrics_growth_rates_Shares (Basic),cashflow_metrics_growth_rates_Shares (Diluted),cashflow_metrics_growth_rates_Net Income/Starting Line,cashflow_metrics_growth_rates_Depreciation & Amortization,cashflow_metrics_growth_rates_Non-Cash Items,cashflow_metrics_growth_rates_Change in Working Capital,cashflow_metrics_growth_rates_Net Cash from Operating Activities,cashflow_metrics_growth_rates_Change in Fixed Assets & Intangibles,cashflow_metrics_growth_rates_Net Change in Long Term Investment,cashflow_metrics_growth_rates_Net Cash from Acquisitions & Divestitures,cashflow_metrics_growth_rates_Net Cash from Investing Activities,cashflow_metrics_growth_rates_Dividends Paid,cashflow_metrics_growth_rates_Cash from (Repayment of) Debt,cashflow_metrics_growth_rates_Cash from (Repurchase of) Equity,cashflow_metrics_growth_rates_Net Cash from Financing Activities,cashflow_metrics_growth_rates_Net Change in Cash
AAPL,111052.0,2022.0,16292375250.0,16410279350.0,90449000000.0,-51528750000.0,38920250000.0,-12310700000.0,-5900600000.0,-6410100000.0,,26609550000.0,21550000.0,,26631100000.0,,26631100000.0,-4499850000.0,22131250000.0,,22131250000.0,22131250000.0,0.0,1.4509525002200232,746459439.4463193,792442541.1518408,17977012025.59594,9591435213.80019,8907918723.63248,1809587306.8334203,616520064.129047,1235128030.8662655,,7712980668.123193,255372684.31595585,,7644610705.0378275,,7644610705.0378275,2791602695.2083883,6556515536.993877,,6556515536.993877,6556515536.993877,0.0,0.009891689255847602,-0.7564253868814763,-0.7775694683191614,0.16674150934563592,-0.5147664491322312,1.1056017239775118,1.9827473342062918,1.1427442866143833,2.821561095941938,0.733122182310364,-13.543747130058481,0.6680940280779923,0.6680940280779923,7.230220650566466,-2.0360817150890442,-2.0360817150890442,-2.0360817150890442,111052.0,2022.0,16292375250.0,16410279350.0,68331050000.0,22652350000.0,5665650000.0,134653400000.0,40559250000.0,112580300000.0,54670350000.0,207809900000.0,342463300000.0,51220300000.0,58604550000.0,168918400000.0,99569090909.09091,107059100000.0,275977500000.0,62798600000.0,,9372850000.0,66485800000.0,342463300000.0,0.0,1.4509525002200232,746459439.4463193,792442541.1518408,16462285402.749489,5036159096.970627,1204311957.9682264,15146485214.659365,3167684657.9331822,16656163616.859043,11514649201.754852,17010315585.116674,15604079399.479586,11508695957.49689,53351763302.8533,45101258527.66137,4399506846.330517,48856808820.21192,19338918452.042164,11518523148.20739,,13674388593.18282,8774315091.579273,15604079399.479586,0.0,0.009891689255847602,-0.7564253868814763,-0.7775694683191614,-2.4559735112889003,2.356140616518898,2.9203276541253764,-0.3235425943046044,1.0550526688846373,-0.4392835043075416,3.1229347989055523,0.895079435648749,0.3460019235463019,2.1446771105465334,-11.243860478706935,-0.8234613660767831,4.796789934582901,1.0272285788888835,3.0152030570862465,,-2.236663554763041,0.3460019235463019,111052.0,2022.0,16292375250.0,16410279350.0,22131250000.0,2820400000.0,1878700000.0,-47350000.0,,,,,26783000000.0,-2475400000.0,1125450000.0,-217714285.7142857,-1727400000.0,-3682400000.0,-42900000.0,-21011500000.0,-26069650000.0,-1014050000.0,0.0,1.4509525002200232,746459439.4463193,792442541.1518408,6556515536.993877,103661595.18254325,1143321435.6702833,3860573768.032552,,,,,8202492958.658489,616658772.8276175,6513100534.792611,349936048.5792198,6665816698.097209,138470745.5328419,4019728373.907869,2866531160.6080337,5852334921.118867,5546650193.205758,0.0,0.009891689255847602,-0.7564253868814763,-0.7775694683191614,-2.0360817150890442,0.16603381609889833,3.771443312900824,2.237357762153258,-0.6451046334494448,1.62404872967421,,,,0.36169726813395364,15.858468323758036,0.9639332329888672,-0.09111380585975493,
