symbol,income_metrics_mean_SimFinId,income_metrics_mean_Fiscal Year,income_metrics_mean_Shares (Basic),income_metrics_mean_Shares (Diluted),income_metrics_mean_Revenue,income_metrics_mean_Cost of Revenue,income_metrics_mean_Gross Profit,income_metrics_mean_Operating Expenses,"income_metrics_mean_Selling, General & Administrative",income_metrics_mean_Research & Development,income_metrics_mean_Depreciation & Amortization,income_metrics_mean_Operating Income (Loss),income_metrics_mean_Non-Operating Income (Loss),"income_metrics_mean_Interest Expense, Net","income_metrics_mean_Pretax Income (Loss), Adj.",income_metrics_mean_Abnormal Gains (Losses),income_metrics_mean_Pretax Income (Loss),"income_metrics_mean_Income Tax (Expense) Benefit, Net",income_metrics_mean_Income (Loss) from Continuing Operations,income_metrics_mean_Net Extraordinary Gains (Losses),income_metrics_mean_Net Income,income_metrics_mean_Net Income (Common),income_metrics_std_SimFinId,income_metrics_std_Fiscal Year,income_metrics_std_Shares (Basic),income_metrics_std_Shares (Diluted),income_metrics_std_Revenue,income_metrics_std_Cost of Revenue,income_metrics_std_Gross Profit,income_metrics_std_Operating Expenses,"income_metrics_std_Selling, General & Administrative",income_metrics_std_Research & Development,income_metrics_std_Depreciation & Amortization,income_metrics_std_Operating Income (Loss),income_metrics_std_Non-Operating Income (Loss),"income_metrics_std_Interest Expense, Net","income_metrics_std_Pretax Income (Loss), Adj.",income_metrics_std_Abnormal Gains (Losses),income_metrics_std_Pretax Income (Loss),"income_metrics_std_Income Tax (Expense) Benefit, Net",income_metrics_std_Income (Loss) from Continuing Operations,income_metrics_std_Net Extraordinary Gains (Losses),income_metrics_std_Net Income,income_metrics_std_Net Income (Common),income_metrics_growth_rates_SimFinId,income_metrics_growth_rates_Fiscal Year,income_metrics_growth_rates_Shares (Basic),income_metrics_growth_rates_Shares (Diluted),income_metrics_growth_rates_Revenue,income_metrics_growth_rates_Cost of Revenue,income_metrics_growth_rates_Gross Profit,income_metrics_growth_rates_Operating Expenses,"income_metrics_growth_rates_Selling, General & Administrative",income_metrics_growth_rates_Research & Development,income_metrics_growth_rates_Operating Income (Loss),income_metrics_growth_rates_Non-Operating Income (Loss),"income_metrics_growth_rates_Pretax Income (Loss), Adj.",income_metrics_growth_rates_Pretax Income (Loss),"income_metrics_growth_rates_Income Tax (Expense) Benefit, Net",income_metrics_growth_rates_Income (Loss) from Continuing Operations,income_metrics_growth_rates_Net Income,income_metrics_growth_rates_Net Income (Common),balance_metrics_mean_SimFinId,balance_metrics_mean_Fiscal Year,balance_metrics_mean_Shares (Basic),balance_metrics_mean_Shares (Diluted),"balance_metrics_mean_Cash, Cash Equivalents & Short Term Investments",balance_metrics_mean_Accounts & Notes Receivable,balance_metrics_mean_Inventories,balance_metrics_mean_Total Current Assets,"balance_metrics_mean_Property, Plant & Equipment, Net",balance_metrics_mean_Long Term Investments & Receivables,balance_metrics_mean_Other Long Term Assets,balance_metrics_mean_Total Noncurrent Assets,balance_metrics_mean_Total Assets,balance_metrics_mean_Payables & Accruals,balance_metrics_mean_Short Term Debt,balance_metrics_mean_Total Current Liabilities,balance_metrics_mean_Long Term Debt,balance_metrics_mean_Total Noncurrent Liabilities,balance_metrics_mean_Total Liabilities,balance_metrics_mean_Share Capital & Additional Paid-In Capital,balance_metrics_mean_Treasury Stock,balance_metrics_mean_Retained Earnings,balance_metrics_mean_Total Equity,balance_metrics_mean_Total Liabilities & Equity,balance_metrics_std_SimFinId,balance_metrics_std_Fiscal Year,balance_metrics_std_Shares (Basic),balance_metrics_std_Shares (Diluted),"balance_metrics_std_Cash, Cash Equivalents & Short Term Investments",balance_metrics_std_Accounts & Notes Receivable,balance_metrics_std_Inventories,balance_metrics_std_Total Current Assets,"balance_metrics_std_Property, Plant & Equipment, Net",balance_metrics_std_Long Term Investments & Receivables,balance_metrics_std_Other Long Term Assets,balance_metrics_std_Total Noncurrent Assets,balance_metrics_std_Total Assets,balance_metrics_std_Payables & Accruals,balance_metrics_std_Short Term Debt,balance_metrics_std_Total Current Liabilities,balance_metrics_std_Long Term Debt,balance_metrics_std_Total Noncurrent Liabilities,balance_metrics_std_Total Liabilities,balance_metrics_std_Share Capital & Additional Paid-In Capital,balance_metrics_std_Treasury Stock,balance_metrics_std_Retained Earnings,balance_metrics_std_Total Equity,balance_metrics_std_Total Liabilities & Equity,balance_metrics_growth_rates_SimFinId,balance_metrics_growth_rates_Fiscal Year,balance_metrics_growth_rates_Shares (Basic),balance_metrics_growth_rates_Shares (Diluted),"balance_metrics_growth_rates_Cash, Cash Equivalents & Short Term Investments",balance_metrics_growth_rates_Accounts & Notes Receivable,balance_metrics_growth_rates_Inventories,balance_metrics_growth_rates_Total Current Assets,"balance_metrics_growth_rates_Property, Plant & Equipment, Net",balance_metrics_growth_rates_Long Term Investments & Receivables,balance_metrics_growth_rates_Other Long Term Assets,balance_metrics_growth_rates_Total Noncurrent Assets,balance_metrics_growth_rates_Total Assets,balance_metrics_growth_rates_Payables & Accruals,balance_metrics_growth_rates_Short Term Debt,balance_metrics_growth_rates_Total Current Liabilities,balance_metrics_growth_rates_Long Term Debt,balance_metrics_growth_rates_Total Noncurrent Liabilities,balance_metrics_growth_rates_Total Liabilities,balance_metrics_growth_rates_Share Capital & Additional Paid-In Capital,balance_metrics_growth_rates_Retained Earnings,balance_metrics_growth_rates_Total Equity,balance_metrics_growth_rates_Total Liabilities & Equity,cashflow_metrics_mean_SimFinId,cashflow_metrics_mean_Fiscal Year,cashflow_metrics_mean_Shares (Basic),cashflow_metrics_mean_Shares (Diluted),cashflow_metrics_mean_Net Income/Starting Line,cashflow_metrics_mean_Depreciation & Amortization,cashflow_metrics_mean_Non-Cash Items,cashflow_metrics_mean_Change in Working Capital,cashflow_metrics_mean_Change in Accounts Receivable,cashflow_metrics_mean_Change in Inventories,cashflow_metrics_mean_Change in Accounts Payable,cashflow_metrics_mean_Change in Other,cashflow_metrics_mean_Net Cash from Operating Activities,cashflow_metrics_mean_Change in Fixed Assets & Intangibles,cashflow_metrics_mean_Net Change in Long Term Investment,cashflow_metrics_mean_Net Cash from Acquisitions & Divestitures,cashflow_metrics_mean_Net Cash from Investing Activities,cashflow_metrics_mean_Dividends Paid,cashflow_metrics_mean_Cash from (Repayment of) Debt,cashflow_metrics_mean_Cash from (Repurchase of) Equity,cashflow_metrics_mean_Net Cash from Financing Activities,cashflow_metrics_mean_Net Change in Cash,cashflow_metrics_std_SimFinId,cashflow_metrics_std_Fiscal Year,cashflow_metrics_std_Shares (Basic),cashflow_metrics_std_Shares (Diluted),cashflow_metrics_std_Net Income/Starting Line,cashflow_metrics_std_Depreciation & Amortization,cashflow_metrics_std_Non-Cash Items,cashflow_metrics_std_Change in Working Capital,cashflow_metrics_std_Change in Accounts Receivable,cashflow_metrics_std_Change in Inventories,cashflow_metrics_std_Change in Accounts Payable,cashflow_metrics_std_Change in Other,cashflow_metrics_std_Net Cash from Operating Activities,cashflow_metrics_std_Change in Fixed Assets & Intangibles,cashflow_metrics_std_Net Change in Long Term Investment,cashflow_metrics_std_Net Cash from Acquisitions & Divestitures,cashflow_metrics_std_Net Cash from Investing Activities,cashflow_metrics_std_Dividends Paid,cashflow_metrics_std_Cash from (Repayment of) Debt,cashflow_metrics_std_Cash from (Repurchase of) Equity,cashflow_metrics_std_Net Cash from Financing Activities,cashflow_metrics_std_Net Change in Cash,cashflow_metrics_growth_rates_SimFinId,cashflow_metrics_growth_rates_Fiscal Year,cashflow_metrics_growth_rates_Shares (Basic),cashflow_metrics_growth_rates_Shares (Diluted),cashflow_metrics_growth_rates_Net Income/Starting Line,cashflow_metrics_growth_rates_Depreciation & Amortization,cashflow_metrics_growth_rates_Non-Cash Items,cashflow_metrics_growth_rates_Change in Working Capital,cashflow_metrics_growth_rates_Change in Accounts Receivable,cashflow_metrics_growth_rates_Change in Inventories,cashflow_metrics_growth_rates_Change in Accounts Payable,cashflow_metrics_growth_rates_Change in Other,cashflow_metrics_growth_rates_Net Cash from Operating Activities,cashflow_metrics_growth_rates_Change in Fixed Assets & Intangibles,cashflow_metrics_growth_rates_Net Change in Long Term Investment,cashflow_metrics_growth_rates_Net Cash from Acquisitions & Divestitures,cashflow_metrics_growth_rates_Net Cash from Investing Activities,cashflow_metrics_growth_rates_Dividends Paid,cashflow_metrics_growth_rates_Cash from (Repayment of) Debt,cashflow_metrics_growth_rates_Cash from (Repurchase of) Equity,cashflow_metrics_growth_rates_Net Cash from Financing Activities,cashflow_metrics_growth_rates_Net Change in Cash
MSFT,59265.0,2022.25,7498600000.0,7546400000.0,49947000000.0,-15531500000.0,34415500000.0,-13311500000.0,-7102450000.0,-6209050000.0,,21104000000.0,22750000.0,,21126750000.0,,21126750000.0,-3487950000.0,17638800000.0,,17638800000.0,17638800000.0,0.0,1.51744244666721,64603568.42026281,80333122.22437137,9474917541.649248,2794370892.385355,6770055791.576066,1942203807.940595,988885469.1280643,1045497185.9309204,,5114233687.516274,371572742.0459942,,4961603453.415777,,4961603453.415777,1402262212.6970031,3943199844.102035,,3943199844.102035,3943199844.102035,0.0,0.012361709723318626,-0.1248122892942849,-0.1456728685729436,2.9165874522179225,2.461642372605355,3.1319149097199572,1.701429902117213,1.0020296522442074,2.5009841517538156,4.019630492341242,,3.8991659087383113,3.8991659087383113,4.251734907354665,3.8224766053942316,3.8224766053942316,3.8224766053942316,59265.0,2022.25,7498600000.0,7546400000.0,114047250000.0,35430550000.0,2487800000.0,168564200000.0,79205200000.0,7852300000.0,117118200000.0,204175700000.0,372739900000.0,26670550000.0,8595600000.0,89168700000.0,49005850000.0,106549650000.0,195718350000.0,88501500000.0,,91397950000.0,177021550000.0,372739900000.0,0.0,1.51744244666721,64603568.42026281,80333122.22437137,22461900198.183544,9320172843.862589,845585539.8853258,14731357287.665047,32234700951.48362,4218326134.7301455,46990022368.24772,82523856085.82335,76346728360.53877,7874429452.848932,8413110723.2762165,21780508406.177734,7036642734.736203,6351548251.16224,24052104401.366016,7548601163.547839,,48253289182.107635,53532040929.241615,76346728360.53877,0.0,0.012361709723318626,-0.1248122892942849,-0.1456728685729436,-2.651927460574921,3.1974747230360867,-0.570170744274523,-0.5400116118514875,6.863790648370327,9.11803018314028,5.324428079705945,6.027881633553167,3.1221869411349967,5.4084834612799115,-4.979809346682362,3.346492647681143,-1.9346551335550521,0.3027347797125213,1.5587724180007534,1.2941416467287192,9.549735580765928,4.919832376164823,3.1221869411349967,59265.0,2022.25,7498600000.0,7546400000.0,17638800000.0,3975100000.0,812350000.0,-37700000.0,-245777777.7777778,189555555.55555555,223000000.0,-2647222222.2222223,22388550000.0,-7246050000.0,2580200000.0,-5516157894.736842,-9901500000.0,-4671400000.0,-1233900000.0,-5635950000.0,-12071850000.0,386150000.0,0.0,1.51744244666721,64603568.42026281,80333122.22437137,3943199844.102035,1345093966.5864866,1565321768.6704814,5302621884.750183,7395533969.528127,688314991.684605,1366159214.7330413,5999246156.347016,7615693461.012284,3190834678.3775625,3706091125.644234,15044208979.10613,15828451004.77385,617503752.3857862,7053182901.506614,1499398843.5720706,7238611783.709853,18573546183.17194,0.0,0.012361709723318626,-0.1248122892942849,-0.1456728685729436,3.8224766053942316,4.263859372166134,0.8107874933818815,,,,27.59682609899872,9.764758571530386,5.988815902942668,7.451379371133404,,17.001746943083496,5.024431809731311,1.8200271267991175,34.4556238634117,-1.8808503810989752,2.865780922140404,
