symbol,data_points,date_range,price_mean,price_std,price_min,price_max,price_median,return_mean,return_std,return_min,return_max,volume_mean,volume_std,volume_median,volatility_annualized,sharpe_ratio,total_return,max_drawdown
SPX,1254,2020-11-09 to 2025-11-05,475.3174401913876,84.38698397024143,353.21,687.39,446.54999999999995,0.0005752214585463901,0.01080507649181971,-0.05854294764300372,0.10501933612632941,75468229.238437,29397974.601260018,70573902.5,0.17152527176631113,0.8450988362296868,91.10446750902528,-25.36057440706706
