symbol,data_points,date_range,price_mean,price_std,price_min,price_max,price_median,return_mean,return_std,return_min,return_max,volume_mean,volume_std,volume_median,volatility_annualized,sharpe_ratio,total_return,max_drawdown
AAPL,1254,2020-11-09 to 2025-11-05,176.98581738437002,36.86218551875105,113.85,271.4,172.39499999999998,0.0008289869214672165,0.017730734060450493,-0.09245611684309252,0.15328848161466202,71577668.99202552,30477724.1756403,64866891.0,0.2814666773194469,0.7422004842606817,132.23865199449793,-33.433711682495634
